rowid,subject_category
15204,Oncology
15204,Pathology
15205,Astronomy & Astrophysics
15205,Physics
15206,Mathematics
15207,Entomology
15208,Pharmacology & Pharmacy
15209,Chemistry
15210,Urology & Nephrology
15211,Mathematics
15212,Neurosciences & Neurology
15213,Oncology
15213,Hematology
15213,Pediatrics
15214,Pharmacology & Pharmacy
15215,Astronomy & Astrophysics
15215,Physics
15216,General & Internal Medicine
15217,Paleontology
15218,Hematology
15218,Cardiovascular System & Cardiology
15219,Psychology
15219,Neurosciences & Neurology
15219,Physiology
15220,Chemistry
15221,Astronomy & Astrophysics
15221,Physics
15222,Genetics & Heredity
15223,Science & Technology - Other Topics
15224,Biochemistry & Molecular Biology
15224,Biophysics
15225,Life Sciences & Biomedicine - Other Topics
15225,Biophysics
15226,Chemistry
15226,Instruments & Instrumentation
15227,Psychology
15228,Neurosciences & Neurology
15229,Biochemistry & Molecular Biology
15229,Chemistry
15230,Biochemistry & Molecular Biology
15230,Chemistry
15231,Obstetrics & Gynecology
15232,Pharmacology & Pharmacy
15233,Business & Economics
15233,Social Sciences - Other Topics
15234,Oncology
15234,Pathology
15235,General & Internal Medicine
15236,Neurosciences & Neurology
15237,Immunology
15238,Energy & Fuels
15239,Geochemistry & Geophysics
15239,Mineralogy
15240,Biochemistry & Molecular Biology
15240,Chemistry
15241,Cardiovascular System & Cardiology
15242,Biochemistry & Molecular Biology
15242,Pharmacology & Pharmacy
15242,Food Science & Technology
15243,Agriculture
15243,Veterinary Sciences
15243,Zoology
15244,Public Administration
15245,Area Studies
15246,Construction & Building Technology
15246,Engineering
15246,Materials Science
15247,Chemistry
15247,Food Science & Technology
15248,Mathematics
15249,General & Internal Medicine
15250,Cardiovascular System & Cardiology
15251,Pharmacology & Pharmacy
15252,Neurosciences & Neurology
15253,Biochemistry & Molecular Biology
15253,Pharmacology & Pharmacy
15253,Toxicology
15254,Psychology
15255,Social Sciences - Other Topics
15255,Psychology
15256,Pharmacology & Pharmacy
15257,General & Internal Medicine
15258,Social Sciences - Other Topics
15259,Crystallography
15259,Materials Science
15260,General & Internal Medicine
15261,Geology
15262,Computer Science
15262,Engineering
15262,Operations Research & Management Science
15263,Physics
15264,Biodiversity & Conservation
15264,Environmental Sciences & Ecology
15265,Oncology
15266,Agriculture
15266,Veterinary Sciences
15266,Zoology
15267,Science & Technology - Other Topics
15267,Environmental Sciences & Ecology
15268,Biochemistry & Molecular Biology
15268,Chemistry
15269,Immunology
15269,Microbiology
15270,General & Internal Medicine
15270,Music
15271,Chemistry
15272,Computer Science
15272,Engineering
15273,Nutrition & Dietetics
15273,Physiology
15274,Cell Biology
15275,Chemistry
15275,Science & Technology - Other Topics
15275,Environmental Sciences & Ecology
15276,Physics
15277,Physical Geography
15277,Geology
15277,Paleontology
15278,Geriatrics & Gerontology
15279,Biodiversity & Conservation
15279,Environmental Sciences & Ecology
15280,Environmental Sciences & Ecology
15280,Water Resources
15281,General & Internal Medicine
15282,Cardiovascular System & Cardiology
15283,Surgery
15283,Transplantation
15284,Astronomy & Astrophysics
15284,Physics
15285,Astronomy & Astrophysics
15286,Cardiovascular System & Cardiology
15286,"Radiology, Nuclear Medicine & Medical Imaging"
15287,Chemistry
15287,Nuclear Science & Technology
15288,Physics
15289,General & Internal Medicine
15290,Pediatrics
15291,Chemistry
15292,Biochemistry & Molecular Biology
15293,Biochemistry & Molecular Biology
15293,Chemistry
15294,Biochemistry & Molecular Biology
15294,Chemistry
15295,Physics
15296,Materials Science
15297,Oncology
15297,Respiratory System
15298,Electrochemistry
15299,Behavioral Sciences
15299,Life Sciences & Biomedicine - Other Topics
15299,Environmental Sciences & Ecology
15299,Zoology
15300,Astronomy & Astrophysics
15301,Environmental Sciences & Ecology
15301,Physical Geography
15302,Computer Science
15303,Chemistry
15304,Sport Sciences
15305,Science & Technology - Other Topics
15305,Environmental Sciences & Ecology
15306,Business & Economics
15307,Biodiversity & Conservation
15307,Environmental Sciences & Ecology
15308,General & Internal Medicine
15309,General & Internal Medicine
15310,Construction & Building Technology
15310,Energy & Fuels
15310,Engineering
15311,Materials Science
15312,Chemistry
15312,Physics
15313,Substance Abuse
15314,Environmental Sciences & Ecology
15314,Evolutionary Biology
15314,Genetics & Heredity
15315,Astronomy & Astrophysics
15316,Endocrinology & Metabolism
15317,Pediatrics
15318,Biochemistry & Molecular Biology
15318,Chemistry
15319,Biochemistry & Molecular Biology
15319,Chemistry
15320,Biochemistry & Molecular Biology
15320,Chemistry
15321,Hematology
15321,Cardiovascular System & Cardiology
15322,Neurosciences & Neurology
15323,Cardiovascular System & Cardiology
15323,Endocrinology & Metabolism
15324,Psychology
15325,Physiology
15326,Meteorology & Atmospheric Sciences
15327,Immunology
15328,Food Science & Technology
15328,Toxicology
15329,Developmental Biology
15330,Environmental Sciences & Ecology
15330,Water Resources
15331,Hematology
15332,Environmental Sciences & Ecology
15333,Geriatrics & Gerontology
15334,Social Sciences - Other Topics
15334,Psychology
15335,Microbiology
15336,Biochemistry & Molecular Biology
15336,Chemistry
15337,Physics
15338,Biochemistry & Molecular Biology
15338,Research & Experimental Medicine
15338,Pharmacology & Pharmacy
15339,Plant Sciences
15340,Ophthalmology
15341,Immunology
15341,Research & Experimental Medicine
15342,Sport Sciences
15343,Biochemistry & Molecular Biology
15343,Chemistry
15344,General & Internal Medicine
15345,Mathematics
15346,Biochemistry & Molecular Biology
15346,Chemistry
15347,Education & Educational Research
15348,Meteorology & Atmospheric Sciences
15349,Environmental Sciences & Ecology
15349,"Public, Environmental & Occupational Health"
15350,Physics
15351,Mathematics
15352,Oncology
15353,Engineering
15353,Operations Research & Management Science
15354,Environmental Sciences & Ecology
15354,"Public, Environmental & Occupational Health"
15355,Environmental Sciences & Ecology
15355,"Public, Environmental & Occupational Health"
15356,Neurosciences & Neurology
15357,Biodiversity & Conservation
15358,Chemistry
15358,Materials Science
15358,Metallurgy & Metallurgical Engineering
15359,Immunology
15360,Environmental Sciences & Ecology
15360,"Public, Environmental & Occupational Health"
15361,Paleontology
15362,Respiratory System
15363,Mathematics
15364,Psychology
15365,Chemistry
15365,Physics
15366,Business & Economics
15366,Public Administration
15367,Psychology
15368,"Public, Environmental & Occupational Health"
15368,Infectious Diseases
15368,Veterinary Sciences
15369,Environmental Sciences & Ecology
15369,Physical Geography
15369,Geology
15369,Meteorology & Atmospheric Sciences
15370,Psychology
15371,Business & Economics
15372,Geology
15373,Environmental Sciences & Ecology
15374,Cardiovascular System & Cardiology
15374,"Radiology, Nuclear Medicine & Medical Imaging"
15375,Endocrinology & Metabolism
15376,Surgery
15377,Mathematics
15378,Mathematics
15379,Chemistry
15379,Science & Technology - Other Topics
15379,Materials Science
15379,Physics
15380,General & Internal Medicine
15381,Veterinary Sciences
15382,Biochemistry & Molecular Biology
15382,Chemistry
15383,General & Internal Medicine
15384,Mathematics
15385,Science & Technology - Other Topics
15386,Science & Technology - Other Topics
15387,Psychology
15388,Physics
15389,Biochemistry & Molecular Biology
15389,Chemistry
15390,Immunology
15390,Veterinary Sciences
15391,Communication
15391,Sociology
15392,Chemistry
15392,Science & Technology - Other Topics
15392,Materials Science
15392,Physics
15393,Computer Science
15393,Engineering
15393,Physics
15394,Agriculture
15394,Plant Sciences
15395,Biochemistry & Molecular Biology
15395,Research & Experimental Medicine
15395,Pharmacology & Pharmacy
15396,General & Internal Medicine
15397,Cardiovascular System & Cardiology
15398,Oncology
15398,Pathology
15399,Plant Sciences
15399,Marine & Freshwater Biology
15400,Astronomy & Astrophysics
15401,"Public, Environmental & Occupational Health"
15402,General & Internal Medicine
15403,Anesthesiology
15404,Health Care Sciences & Services
15405,Cardiovascular System & Cardiology
15406,Ophthalmology
15407,Integrative & Complementary Medicine
15408,General & Internal Medicine
15409,Biochemistry & Molecular Biology
15409,Chemistry
15410,Engineering
15410,Materials Science
15410,Physics
15411,"Dentistry, Oral Surgery & Medicine"
15412,Physiology
15413,Astronomy & Astrophysics
15414,Psychology
15415,Sport Sciences
15416,Science & Technology - Other Topics
15417,Mathematics
15418,Cardiovascular System & Cardiology
15419,Life Sciences & Biomedicine - Other Topics
15419,Paleontology
15420,Environmental Sciences & Ecology
15421,Health Care Sciences & Services
15422,"Public, Environmental & Occupational Health"
15423,Environmental Sciences & Ecology
15424,Oncology
15425,General & Internal Medicine
15426,General & Internal Medicine
15427,Environmental Sciences & Ecology
15427,"Public, Environmental & Occupational Health"
15428,Science & Technology - Other Topics
15428,Environmental Sciences & Ecology
15429,Crystallography
15430,Chemistry
15431,Life Sciences & Biomedicine - Other Topics
15432,Archaeology
15433,Geochemistry & Geophysics
15434,Astronomy & Astrophysics
15435,Forestry
15436,Biochemistry & Molecular Biology
15436,Chemistry
15437,Biochemistry & Molecular Biology
15437,Chemistry
15438,Astronomy & Astrophysics
15438,Physics
15439,Neurosciences & Neurology
15439,Physiology
15440,Psychology
15440,Neurosciences & Neurology
15440,Physiology
15441,Education & Educational Research
15441,Linguistics
15442,Cardiovascular System & Cardiology
15443,Mathematics
15444,Computer Science
15444,Mathematics
15445,Construction & Building Technology
15445,Science & Technology - Other Topics
15445,Energy & Fuels
15446,Legal Medicine
15447,Computer Science
15447,Engineering
15447,Physics
15448,Agriculture
15449,Plant Sciences
15450,Infectious Diseases
15450,Pharmacology & Pharmacy
15451,Life Sciences & Biomedicine - Other Topics
15451,Microbiology
15452,Computer Science
15452,Engineering
15452,Telecommunications
15453,Chemistry
15454,Psychology
15455,General & Internal Medicine
15456,Physics
15457,Pathology
15458,Mathematics
15459,Chemistry
15460,General & Internal Medicine
15461,"Dentistry, Oral Surgery & Medicine"
15462,Veterinary Sciences
15463,Oncology
15463,"Radiology, Nuclear Medicine & Medical Imaging"
15464,Biochemistry & Molecular Biology
15464,Research & Experimental Medicine
15464,Pharmacology & Pharmacy
15465,Chemistry
15465,Mathematics
15466,Science & Technology - Other Topics
15467,Environmental Sciences & Ecology
15468,Ethnic Studies
15468,History
15468,Government & Law
15468,Sociology
15469,Nursing
15470,Ophthalmology
15471,Pharmacology & Pharmacy
15472,General & Internal Medicine
15473,Pharmacology & Pharmacy
15474,Endocrinology & Metabolism
15475,"Public, Environmental & Occupational Health"
15476,"Public, Environmental & Occupational Health"
15477,Chemistry
15477,Science & Technology - Other Topics
15477,Materials Science
15477,Physics
15478,Neurosciences & Neurology
15479,Environmental Sciences & Ecology
15479,Parasitology
15480,Plant Sciences
15481,Biochemistry & Molecular Biology
15481,Chemistry
15482,Oncology
15483,Environmental Sciences & Ecology
15483,Meteorology & Atmospheric Sciences
15484,Biochemistry & Molecular Biology
15484,Chemistry
15485,Engineering
15485,Instruments & Instrumentation
15486,Pharmacology & Pharmacy
15487,Science & Technology - Other Topics
15488,Life Sciences & Biomedicine - Other Topics
15488,Mathematical & Computational Biology
15489,Oncology
15489,Pathology
15490,International Relations
15490,Government & Law
15491,Neurosciences & Neurology
15491,Psychiatry
15492,Psychology
15493,Geochemistry & Geophysics
15494,Microbiology
15495,Genetics & Heredity
15496,Biochemistry & Molecular Biology
15496,Chemistry
15497,Telecommunications
15498,Cardiovascular System & Cardiology
15498,"Radiology, Nuclear Medicine & Medical Imaging"
15499,Environmental Sciences & Ecology
15499,Water Resources
15500,Astronomy & Astrophysics
15501,Psychiatry
15502,Immunology
15503,Psychology
15504,Oncology
15504,Hematology
15504,Pediatrics
15505,Evolutionary Biology
15505,Paleontology
15506,Biochemistry & Molecular Biology
15506,Chemistry
15507,Biochemistry & Molecular Biology
15507,Chemistry
15508,Oncology
15509,Plant Sciences
15510,Life Sciences & Biomedicine - Other Topics
15510,Microbiology
15511,Cell Biology
15512,Chemistry
15512,Engineering
15512,Instruments & Instrumentation
15513,Biodiversity & Conservation
15513,Entomology
15514,Rheumatology
15515,Astronomy & Astrophysics
15516,Oncology
15516,Research & Experimental Medicine
15517,Education & Educational Research
15518,General & Internal Medicine
15519,Electrochemistry
15519,Materials Science
15520,Neurosciences & Neurology
15521,Psychology
15521,Neurosciences & Neurology
15521,Physiology
15522,Food Science & Technology
15522,Nutrition & Dietetics
15523,Pharmacology & Pharmacy
15524,Science & Technology - Other Topics
15524,Environmental Sciences & Ecology
15525,Computer Science
15525,Physics
15526,Biochemistry & Molecular Biology
15526,Chemistry
15527,Biotechnology & Applied Microbiology
15528,Geriatrics & Gerontology
15528,Neurosciences & Neurology
15529,Biochemistry & Molecular Biology
15529,Nutrition & Dietetics
15530,Chemistry
15531,Chemistry
15531,Materials Science
15531,Metallurgy & Metallurgical Engineering
15531,Physics
15532,Emergency Medicine
15533,Oncology
15534,Astronomy & Astrophysics
15535,Geochemistry & Geophysics
15536,Infectious Diseases
15536,Microbiology
15536,Parasitology
15537,Cardiovascular System & Cardiology
15538,Cardiovascular System & Cardiology
15538,Physiology
15539,Biochemistry & Molecular Biology
15539,Chemistry
15540,Agriculture
15541,Neurosciences & Neurology
15542,Agriculture
15543,Physics
15543,Spectroscopy
15544,Psychology
15545,Microbiology
15545,Veterinary Sciences
15546,Health Care Sciences & Services
15547,Chemistry
15548,Biochemistry & Molecular Biology
15548,Chemistry
15549,Nutrition & Dietetics
15550,Pediatrics
15550,Psychiatry
15551,"Public, Environmental & Occupational Health"
15552,Astronomy & Astrophysics
15553,Biochemistry & Molecular Biology
15554,Behavioral Sciences
15554,Neurosciences & Neurology
15555,Substance Abuse
15555,Psychiatry
15556,Environmental Sciences & Ecology
15557,Infectious Diseases
15557,Microbiology
15557,Pharmacology & Pharmacy
15558,Meteorology & Atmospheric Sciences
15559,Biochemistry & Molecular Biology
15559,Food Science & Technology
15560,Cardiovascular System & Cardiology
15561,Psychology
15562,Psychiatry
15563,Biochemistry & Molecular Biology
15563,Cell Biology
15564,Science & Technology - Other Topics
15564,Materials Science
15565,Science & Technology - Other Topics
15565,Materials Science
15565,Metallurgy & Metallurgical Engineering
15566,Orthopedics
15566,Surgery
15567,Psychiatry
15568,Agriculture
