sc_1,sc_2,relatedness
Nursing,Developmental Biology,0
Nursing,Education & Educational Research,0.3779644730092272
Nursing,Electrochemistry,0
Nursing,Endocrinology & Metabolism,0.032075014954979206
Nursing,Energy & Fuels,0
Nursing,Engineering,0
Nursing,Entomology,0
Nursing,Environmental Sciences & Ecology,0
Nursing,Ethnic Studies,0
Nursing,Evolutionary Biology,0
Nursing,Food Science & Technology,0
Nursing,Forestry,0
Nursing,Gastroenterology & Hepatology,0.30151134457776363
Nursing,General & Internal Medicine,0
Nursing,Genetics & Heredity,0.0629940788348712
Nursing,Geochemistry & Geophysics,0
Nursing,Geography,0
Nursing,Geology,0
Nursing,Geriatrics & Gerontology,0
Nursing,Health Care Sciences & Services,0.08219949365267865
Nursing,Hematology,0.19009390630774894
Nursing,History,0
Nursing,Imaging Science & Photographic Technology,0
Nursing,Immunology,0.01928791874526149
Nursing,Infectious Diseases,0
Nursing,Instruments & Instrumentation,0
Nursing,Integrative & Complementary Medicine,0
Nursing,Legal Medicine,0
Nursing,Life Sciences & Biomedicine - Other Topics,0
Nursing,Linguistics,0.31750031750047625
Nursing,Marine & Freshwater Biology,0
Nursing,Materials Science,0
Nursing,Mathematical & Computational Biology,0
Nursing,Mathematics,0
Nursing,Mechanics,0
Nursing,Medical Informatics,0.2886751345948129
Nursing,Medical Laboratory Technology,0
Nursing,Metallurgy & Metallurgical Engineering,0
Nursing,Meteorology & Atmospheric Sciences,0
Nursing,Microbiology,0
Nursing,Mineralogy,0
Nursing,Mining & Mineral Processing,0
Nursing,Music,0
Nursing,Mycology,0
Nursing,Neurosciences & Neurology,0.08175874252096607
Nursing,Nuclear Science & Technology,0
Nursing,Nursing,0
Nursing,Nutrition & Dietetics,0.105999788000636
Nursing,Obstetrics & Gynecology,0.07537783614444091
Nursing,Oncology,0.10341753799900383
Nursing,Operations Research & Management Science,0
Nursing,Ophthalmology,0
Nursing,Optics,0
Nursing,Orthopedics,0
Nursing,Otorhinolaryngology,0.44721359549995793
Nursing,Paleontology,0
Nursing,Parasitology,0
Nursing,Pathology,0.4875084344749437
Nursing,Pediatrics,0.14285714285714285
Nursing,Pharmacology & Pharmacy,0.05878963512522154
Nursing,Physical Geography,0
Nursing,Physics,0
Nursing,Physiology,0.04902903378454601
Nursing,Plant Sciences,0
Nursing,Polymer Science,0
Nursing,Psychiatry,0.07009039702739966
Nursing,Psychology,0.07745966692414834
Nursing,Public Administration,0
Nursing,"Public, Environmental & Occupational Health",0
Nursing,"Radiology, Nuclear Medicine & Medical Imaging",0.1636634176769943
Nursing,Rehabilitation,0.1259881576697424
Nursing,Remote Sensing,0
Nursing,Reproductive Biology,0
Nursing,Research & Experimental Medicine,0.14285714285714285
Nursing,Respiratory System,0.1687631851389036
Nursing,Rheumatology,0
Nursing,Science & Technology - Other Topics,0
Nursing,Social Issues,0
Nursing,Social Sciences - Other Topics,0
Nursing,Sociology,0
Nursing,Spectroscopy,0
Nursing,Sport Sciences,0.16666666666666666
Nursing,Substance Abuse,0
Nursing,Surgery,0.12048289933537483
Nursing,Telecommunications,0
Nursing,Thermodynamics,0
Nursing,Toxicology,0
Nursing,Transplantation,0.1889822365046136
Nursing,Tropical Medicine,0
Nursing,Urology & Nephrology,0.25
Nursing,Veterinary Sciences,0
Nursing,Virology,0
Nursing,Water Resources,0
Nursing,Zoology,0
Nutrition & Dietetics,Acoustics,0
Nutrition & Dietetics,Agriculture,0.08479983040050881
Nutrition & Dietetics,Allergy,0
Nutrition & Dietetics,Anatomy & Morphology,0.09588041581508897
Nutrition & Dietetics,Anesthesiology,0.105999788000636
Nutrition & Dietetics,Anthropology,0.16025661604300076
Nutrition & Dietetics,Archaeology,0
Nutrition & Dietetics,Astronomy & Astrophysics,0
Nutrition & Dietetics,Audiology & Speech-Language Pathology,0
Nutrition & Dietetics,Automation & Control Systems,0
Nutrition & Dietetics,Behavioral Sciences,0.08020472988724624
Nutrition & Dietetics,Biochemistry & Molecular Biology,0.16508682765641794
Nutrition & Dietetics,Biodiversity & Conservation,0
Nutrition & Dietetics,Biomedical Social Sciences,0.29981267559834457
Nutrition & Dietetics,Biophysics,0.13632687245180167
Nutrition & Dietetics,Biotechnology & Applied Microbiology,0.1123201192391019
Nutrition & Dietetics,Business & Economics,0
Nutrition & Dietetics,Cardiovascular System & Cardiology,0.22661118292686414
Nutrition & Dietetics,Cell Biology,0.15738666879112034
Nutrition & Dietetics,Chemistry,0.09971621261643553
Nutrition & Dietetics,Communication,0
Nutrition & Dietetics,Computer Science,0.025878421232132163
Nutrition & Dietetics,Construction & Building Technology,0
Nutrition & Dietetics,Crystallography,0
Nutrition & Dietetics,Demography,0
Nutrition & Dietetics,"Dentistry, Oral Surgery & Medicine",0
Nutrition & Dietetics,Dermatology,0
Nutrition & Dietetics,Developmental Biology,0.03747658444979307
Nutrition & Dietetics,Education & Educational Research,0.16025661604300076
Nutrition & Dietetics,Electrochemistry,0
Nutrition & Dietetics,Endocrinology & Metabolism,0.24479602454484184
Nutrition & Dietetics,Energy & Fuels,0
Nutrition & Dietetics,Engineering,0.07141434007790348
Nutrition & Dietetics,Entomology,0.07495316889958614
Nutrition & Dietetics,Environmental Sciences & Ecology,0.13472337932558623
Nutrition & Dietetics,Ethnic Studies,0
Nutrition & Dietetics,Evolutionary Biology,0.06630745105538029
Nutrition & Dietetics,Food Science & Technology,0
Nutrition & Dietetics,Forestry,0
Nutrition & Dietetics,Gastroenterology & Hepatology,0.1598006930251483
Nutrition & Dietetics,General & Internal Medicine,0
Nutrition & Dietetics,Genetics & Heredity,0
Nutrition & Dietetics,Geochemistry & Geophysics,0
Nutrition & Dietetics,Geography,0
Nutrition & Dietetics,Geology,0
Nutrition & Dietetics,Geriatrics & Gerontology,0.07495316889958614
Nutrition & Dietetics,Health Care Sciences & Services,0
Nutrition & Dietetics,Hematology,0.3569413296193478
Nutrition & Dietetics,History,0
Nutrition & Dietetics,Imaging Science & Photographic Technology,0
Nutrition & Dietetics,Immunology,0.06542448953507875
Nutrition & Dietetics,Infectious Diseases,0.2549667148515331
Nutrition & Dietetics,Instruments & Instrumentation,0
Nutrition & Dietetics,Integrative & Complementary Medicine,0
Nutrition & Dietetics,Legal Medicine,0.07495316889958614
Nutrition & Dietetics,Life Sciences & Biomedicine - Other Topics,0.1291653623886614
Nutrition & Dietetics,Linguistics,0.013461986538074042
Nutrition & Dietetics,Marine & Freshwater Biology,0
Nutrition & Dietetics,Materials Science,0
Nutrition & Dietetics,Mathematical & Computational Biology,0.052999894000318
Nutrition & Dietetics,Mathematics,0
Nutrition & Dietetics,Mechanics,0
Nutrition & Dietetics,Medical Informatics,0
Nutrition & Dietetics,Medical Laboratory Technology,0
Nutrition & Dietetics,Metallurgy & Metallurgical Engineering,0
Nutrition & Dietetics,Meteorology & Atmospheric Sciences,0.019683666479473907
Nutrition & Dietetics,Microbiology,0.038914393855859916
Nutrition & Dietetics,Mineralogy,0
Nutrition & Dietetics,Mining & Mineral Processing,0
Nutrition & Dietetics,Music,0
Nutrition & Dietetics,Mycology,0.0670401523153991
Nutrition & Dietetics,Neurosciences & Neurology,0.2703919724819348
Nutrition & Dietetics,Nuclear Science & Technology,0
Nutrition & Dietetics,Nursing,0.105999788000636
Nutrition & Dietetics,Nutrition & Dietetics,0
Nutrition & Dietetics,Obstetrics & Gynecology,0.19176083163017793
Nutrition & Dietetics,Oncology,0.06577342262065275
Nutrition & Dietetics,Operations Research & Management Science,0
Nutrition & Dietetics,Ophthalmology,0.105999788000636
Nutrition & Dietetics,Optics,0.02313105010296125
Nutrition & Dietetics,Orthopedics,0.01903812393862834
Nutrition & Dietetics,Otorhinolaryngology,0.1896181852559909
Nutrition & Dietetics,Paleontology,0
Nutrition & Dietetics,Parasitology,0
Nutrition & Dietetics,Pathology,0.012159009577144936
Nutrition & Dietetics,Pediatrics,0.105999788000636
Nutrition & Dietetics,Pharmacology & Pharmacy,0.21603188047681854
Nutrition & Dietetics,Physical Geography,0
Nutrition & Dietetics,Physics,0.0037547051295690674
Nutrition & Dietetics,Physiology,0.3949771062148802
Nutrition & Dietetics,Plant Sciences,0.019683666479473907
Nutrition & Dietetics,Polymer Science,0
Nutrition & Dietetics,Psychiatry,0.13868525488131575
Nutrition & Dietetics,Psychology,0.09852849927071519
Nutrition & Dietetics,Public Administration,0
Nutrition & Dietetics,"Public, Environmental & Occupational Health",0
Nutrition & Dietetics,"Radiology, Nuclear Medicine & Medical Imaging",0.17348287577220936
Nutrition & Dietetics,Rehabilitation,0.04006415401075018
Nutrition & Dietetics,Remote Sensing,0
Nutrition & Dietetics,Reproductive Biology,0.19627346860523623
Nutrition & Dietetics,Research & Experimental Medicine,0.07571413428616856
Nutrition & Dietetics,Respiratory System,0.262369973756526
Nutrition & Dietetics,Rheumatology,0.03352007615769955
Nutrition & Dietetics,Science & Technology - Other Topics,0
Nutrition & Dietetics,Social Issues,0
Nutrition & Dietetics,Social Sciences - Other Topics,0.4022409138923945
Nutrition & Dietetics,Sociology,0
Nutrition & Dietetics,Spectroscopy,0.06392027721005931
Nutrition & Dietetics,Sport Sciences,0.07066652533375734
Nutrition & Dietetics,Substance Abuse,0
Nutrition & Dietetics,Surgery,0.22988091217053058
Nutrition & Dietetics,Telecommunications,0
Nutrition & Dietetics,Thermodynamics,0
Nutrition & Dietetics,Toxicology,0.27257088343020686
Nutrition & Dietetics,Transplantation,0
Nutrition & Dietetics,Tropical Medicine,0
Nutrition & Dietetics,Urology & Nephrology,0.211999576001272
Nutrition & Dietetics,Veterinary Sciences,0
Nutrition & Dietetics,Virology,0.12239801227242093
Nutrition & Dietetics,Water Resources,0.06789420142508988
Nutrition & Dietetics,Zoology,0.03510003726221934
Obstetrics & Gynecology,Acoustics,0
Obstetrics & Gynecology,Agriculture,0
Obstetrics & Gynecology,Allergy,0
Obstetrics & Gynecology,Anatomy & Morphology,0
Obstetrics & Gynecology,Anesthesiology,0
Obstetrics & Gynecology,Anthropology,0.05698028822981897
Obstetrics & Gynecology,Archaeology,0
Obstetrics & Gynecology,Astronomy & Astrophysics,0
Obstetrics & Gynecology,Audiology & Speech-Language Pathology,0
Obstetrics & Gynecology,Automation & Control Systems,0
Obstetrics & Gynecology,Behavioral Sciences,0.007604617709126884
Obstetrics & Gynecology,Biochemistry & Molecular Biology,0.03354154375321248
Obstetrics & Gynecology,Biodiversity & Conservation,0
Obstetrics & Gynecology,Biomedical Social Sciences,0.10660035817780521
Obstetrics & Gynecology,Biophysics,0.010204612915377118
Obstetrics & Gynecology,Biotechnology & Applied Microbiology,0.07987230638308718
Obstetrics & Gynecology,Business & Economics,0
Obstetrics & Gynecology,Cardiovascular System & Cardiology,0.03867508251633092
Obstetrics & Gynecology,Cell Biology,0.05890511548344486
Obstetrics & Gynecology,Chemistry,0
Obstetrics & Gynecology,Communication,0
Obstetrics & Gynecology,Computer Science,0
Obstetrics & Gynecology,Construction & Building Technology,0
Obstetrics & Gynecology,Crystallography,0
Obstetrics & Gynecology,Demography,0
Obstetrics & Gynecology,"Dentistry, Oral Surgery & Medicine",0
Obstetrics & Gynecology,Dermatology,0.04181210050035454
Obstetrics & Gynecology,Developmental Biology,0.42640143271122083
Obstetrics & Gynecology,Education & Educational Research,0.05698028822981897
Obstetrics & Gynecology,Electrochemistry,0
Obstetrics & Gynecology,Endocrinology & Metabolism,0.12572275152355955
Obstetrics & Gynecology,Energy & Fuels,0
Obstetrics & Gynecology,Engineering,0
Obstetrics & Gynecology,Entomology,0
Obstetrics & Gynecology,Environmental Sciences & Ecology,0.09124148357522649
Obstetrics & Gynecology,Ethnic Studies,0
Obstetrics & Gynecology,Evolutionary Biology,0.15717365336548286
Obstetrics & Gynecology,Food Science & Technology,0
Obstetrics & Gynecology,Forestry,0
Obstetrics & Gynecology,Gastroenterology & Hepatology,0
Obstetrics & Gynecology,General & Internal Medicine,0
Obstetrics & Gynecology,Genetics & Heredity,0.03798685881987931
Obstetrics & Gynecology,Geochemistry & Geophysics,0
Obstetrics & Gynecology,Geography,0
Obstetrics & Gynecology,Geology,0
Obstetrics & Gynecology,Geriatrics & Gerontology,0
Obstetrics & Gynecology,Health Care Sciences & Services,0.012392039927415242
Obstetrics & Gynecology,Hematology,0.04912754510304755
Obstetrics & Gynecology,History,0
Obstetrics & Gynecology,Imaging Science & Photographic Technology,0
Obstetrics & Gynecology,Immunology,0.046524210519923545
Obstetrics & Gynecology,Infectious Diseases,0.08058229640253803
Obstetrics & Gynecology,Instruments & Instrumentation,0
Obstetrics & Gynecology,Integrative & Complementary Medicine,0
Obstetrics & Gynecology,Legal Medicine,0.21320071635561041
Obstetrics & Gynecology,Life Sciences & Biomedicine - Other Topics,0.026243194054073903
Obstetrics & Gynecology,Linguistics,0
Obstetrics & Gynecology,Marine & Freshwater Biology,0
Obstetrics & Gynecology,Materials Science,0
Obstetrics & Gynecology,Mathematical & Computational Biology,0.07537783614444091
Obstetrics & Gynecology,Mathematics,0
Obstetrics & Gynecology,Mechanics,0
Obstetrics & Gynecology,Medical Informatics,0
Obstetrics & Gynecology,Medical Laboratory Technology,0
Obstetrics & Gynecology,Metallurgy & Metallurgical Engineering,0
Obstetrics & Gynecology,Meteorology & Atmospheric Sciences,0
Obstetrics & Gynecology,Microbiology,0.006149452138966431
Obstetrics & Gynecology,Mineralogy,0
Obstetrics & Gynecology,Mining & Mineral Processing,0
Obstetrics & Gynecology,Music,0
Obstetrics & Gynecology,Mycology,0.09534625892455924
Obstetrics & Gynecology,Neurosciences & Neurology,0.024651188388483656
Obstetrics & Gynecology,Nuclear Science & Technology,0
Obstetrics & Gynecology,Nursing,0.07537783614444091
Obstetrics & Gynecology,Nutrition & Dietetics,0.19176083163017793
Obstetrics & Gynecology,Obstetrics & Gynecology,0
Obstetrics & Gynecology,Oncology,0.023386170701251208
Obstetrics & Gynecology,Operations Research & Management Science,0
Obstetrics & Gynecology,Ophthalmology,0
Obstetrics & Gynecology,Optics,0
Obstetrics & Gynecology,Orthopedics,0
Obstetrics & Gynecology,Otorhinolaryngology,0
Obstetrics & Gynecology,Paleontology,0
Obstetrics & Gynecology,Parasitology,0
Obstetrics & Gynecology,Pathology,0.14698932357154085
Obstetrics & Gynecology,Pediatrics,0.0430730492253948
Obstetrics & Gynecology,Pharmacology & Pharmacy,0.035451483867683334
Obstetrics & Gynecology,Physical Geography,0
Obstetrics & Gynecology,Physics,0
Obstetrics & Gynecology,Physiology,0.029565619799454133
Obstetrics & Gynecology,Plant Sciences,0.013997312773896358
Obstetrics & Gynecology,Polymer Science,0
Obstetrics & Gynecology,Psychiatry,0.02113304984972056
Obstetrics & Gynecology,Psychology,0
Obstetrics & Gynecology,Public Administration,0
Obstetrics & Gynecology,"Public, Environmental & Occupational Health",0
Obstetrics & Gynecology,"Radiology, Nuclear Medicine & Medical Imaging",0.04934637712198268
Obstetrics & Gynecology,Rehabilitation,0.018993429409939654
Obstetrics & Gynecology,Remote Sensing,0
Obstetrics & Gynecology,Reproductive Biology,0.06978631577988531
Obstetrics & Gynecology,Research & Experimental Medicine,0.1722921969015792
Obstetrics & Gynecology,Respiratory System,0.05088401486645688
Obstetrics & Gynecology,Rheumatology,0
Obstetrics & Gynecology,Science & Technology - Other Topics,0
Obstetrics & Gynecology,Social Issues,0
Obstetrics & Gynecology,Social Sciences - Other Topics,0.14301938838683884
Obstetrics & Gynecology,Sociology,0
Obstetrics & Gynecology,Spectroscopy,0
Obstetrics & Gynecology,Sport Sciences,0
Obstetrics & Gynecology,Substance Abuse,0
Obstetrics & Gynecology,Surgery,0.02421797398482414
Obstetrics & Gynecology,Telecommunications,0
Obstetrics & Gynecology,Thermodynamics,0
Obstetrics & Gynecology,Toxicology,0.0430730492253948
Obstetrics & Gynecology,Transplantation,0.05698028822981897
Obstetrics & Gynecology,Tropical Medicine,0
Obstetrics & Gynecology,Urology & Nephrology,0.07537783614444091
Obstetrics & Gynecology,Veterinary Sciences,0
Obstetrics & Gynecology,Virology,0
Obstetrics & Gynecology,Water Resources,0.02414022747926338
Obstetrics & Gynecology,Zoology,0
Oncology,Acoustics,0.13874918701886407
Oncology,Agriculture,0
Oncology,Allergy,0.051708768999501914
Oncology,Anatomy & Morphology,0.07795390233750402
Oncology,Anesthesiology,0
Oncology,Anthropology,0
Oncology,Archaeology,0
Oncology,Astronomy & Astrophysics,0
Oncology,Audiology & Speech-Language Pathology,0.03656362120635653
Oncology,Automation & Control Systems,0
Oncology,Behavioral Sciences,0.01043344942131942
Oncology,Biochemistry & Molecular Biology,0.16681749161797338
Oncology,Biodiversity & Conservation,0
Oncology,Biomedical Social Sciences,0
Oncology,Biophysics,0.11200490732250548
Oncology,Biotechnology & Applied Microbiology,0.10958390029414741
Oncology,Business & Economics,0.0500017362015388
Oncology,Cardiovascular System & Cardiology,0.3360579112122404
Oncology,Cell Biology,0.1737568761647504
Oncology,Chemistry,0.1130961795273005
Oncology,Communication,0
Oncology,Computer Science,0.05049599931487028
Oncology,Construction & Building Technology,0
Oncology,Crystallography,0
Oncology,Demography,0
Oncology,"Dentistry, Oral Surgery & Medicine",0.10341753799900383
Oncology,Dermatology,0.17209718586353254
Oncology,Developmental Biology,0.1462544848254261
Oncology,Education & Educational Research,0.03908815524970521
Oncology,Electrochemistry,0.00754249915047894
Oncology,Endocrinology & Metabolism,0.10283069141568052
Oncology,Energy & Fuels,0
Oncology,Engineering,0.08709327829783081
Oncology,Entomology,0.03656362120635653
Oncology,Environmental Sciences & Ecology,0.025036456543127684
Oncology,Ethnic Studies,0
Oncology,Evolutionary Biology,0.03234607100863132
Oncology,Food Science & Technology,0
Oncology,Forestry,0
Oncology,Gastroenterology & Hepatology,0.062363121870003216
Oncology,General & Internal Medicine,0.17912443020795965
Oncology,Genetics & Heredity,0.09120569558264549
Oncology,Geochemistry & Geophysics,0
Oncology,Geography,0
Oncology,Geology,0
Oncology,Geriatrics & Gerontology,0.10969086361906959
Oncology,Health Care Sciences & Services,0.008500869258324767
Oncology,Hematology,0.047743392034618845
Oncology,History,0
Oncology,Imaging Science & Photographic Technology,0.06333004963811237
Oncology,Immunology,0.09973545348798891
Oncology,Infectious Diseases,0
Oncology,Instruments & Instrumentation,0
Oncology,Integrative & Complementary Medicine,0.10969086361906959
Oncology,Legal Medicine,0.03656362120635653
Oncology,Life Sciences & Biomedicine - Other Topics,0.09001341299787949
Oncology,Linguistics,0.03283510114980128
Oncology,Marine & Freshwater Biology,0
Oncology,Materials Science,0
Oncology,Mathematical & Computational Biology,0.0646359612493774
Oncology,Mathematics,0
Oncology,Mechanics,0
Oncology,Medical Informatics,0.02985407170132661
Oncology,Medical Laboratory Technology,0.8790490729915326
Oncology,Metallurgy & Metallurgical Engineering,0
Oncology,Meteorology & Atmospheric Sciences,0.009602077346081563
Oncology,Microbiology,0.06960507452146494
Oncology,Mineralogy,0
Oncology,Mining & Mineral Processing,0
Oncology,Music,0
Oncology,Mycology,0.03270349700838643
Oncology,Neurosciences & Neurology,0.1843252753787986
Oncology,Nuclear Science & Technology,0.059986504554542075
Oncology,Nursing,0.10341753799900383
Oncology,Nutrition & Dietetics,0.06577342262065275
Oncology,Obstetrics & Gynecology,0.023386170701251208
Oncology,Oncology,0
Oncology,Operations Research & Management Science,0
Oncology,Ophthalmology,0
Oncology,Optics,0.02256755695554319
Oncology,Orthopedics,0.08358452166229449
Oncology,Otorhinolaryngology,0.13874918701886407
Oncology,Paleontology,0
Oncology,Parasitology,0
Oncology,Pathology,0.03855411685958327
Oncology,Pediatrics,0.09603057099907499
Oncology,Pharmacology & Pharmacy,0.06890529901111525
Oncology,Physical Geography,0
Oncology,Physics,0.001831618570831169
Oncology,Physiology,0.10647970125382233
Oncology,Plant Sciences,0.0528114254034486
Oncology,Polymer Science,0
Oncology,Psychiatry,0.05315622618494004
Oncology,Psychology,0.02403206414255487
Oncology,Public Administration,0
Oncology,"Public, Environmental & Occupational Health",0.006463596124937739
Oncology,"Radiology, Nuclear Medicine & Medical Imaging",0.08462833858328697
Oncology,Rehabilitation,0.013029385083235069
Oncology,Remote Sensing,0
Oncology,Reproductive Biology,0.07180952651135201
Oncology,Research & Experimental Medicine,0.4579919539955884
Oncology,Respiratory System,0.06981229244774192
Oncology,Rheumatology,0.016351748504193214
Oncology,Science & Technology - Other Topics,0.010914648872722612
Oncology,Social Issues,0
Oncology,Social Sciences - Other Topics,0
Oncology,Sociology,0
Oncology,Spectroscopy,0.031181560935001608
Oncology,Sport Sciences,0.051708768999501914
Oncology,Substance Abuse,0
Oncology,Surgery,0.17028727921003248
Oncology,Telecommunications,0
Oncology,Thermodynamics,0
Oncology,Toxicology,0.14035237299864803
Oncology,Transplantation,0.19544077624852607
Oncology,Tropical Medicine,0
Oncology,Urology & Nephrology,0.025854384499750957
Oncology,Veterinary Sciences,0
Oncology,Virology,0
Oncology,Water Resources,0
Oncology,Zoology,0.003424496884192107
Operations Research & Management Science,Acoustics,0.22360679774997896
Operations Research & Management Science,Agriculture,0
Operations Research & Management Science,Allergy,0
Operations Research & Management Science,Anatomy & Morphology,0
Operations Research & Management Science,Anesthesiology,0
Operations Research & Management Science,Anthropology,0
Operations Research & Management Science,Archaeology,0
Operations Research & Management Science,Astronomy & Astrophysics,0.0601929265428846
Operations Research & Management Science,Audiology & Speech-Language Pathology,0
Operations Research & Management Science,Automation & Control Systems,0.6708203932499369
Operations Research & Management Science,Behavioral Sciences,0
Operations Research & Management Science,Biochemistry & Molecular Biology,0.03708157183956494
Operations Research & Management Science,Biodiversity & Conservation,0
Operations Research & Management Science,Biomedical Social Sciences,0
Operations Research & Management Science,Biophysics,0.11845705259892222
Operations Research & Management Science,Biotechnology & Applied Microbiology,0.06622661785325219
Operations Research & Management Science,Business & Economics,0
Operations Research & Management Science,Cardiovascular System & Cardiology,0.04275691248090128
Operations Research & Management Science,Cell Biology,0.01953661662911409
Operations Research & Management Science,Chemistry,0.11759010854794966
Operations Research & Management Science,Communication,0
Operations Research & Management Science,Computer Science,0.5696519211398116
Operations Research & Management Science,Construction & Building Technology,0.35355339059327373
Operations Research & Management Science,Crystallography,0
Operations Research & Management Science,Demography,0
Operations Research & Management Science,"Dentistry, Oral Surgery & Medicine",0
Operations Research & Management Science,Dermatology,0
Operations Research & Management Science,Developmental Biology,0
Operations Research & Management Science,Education & Educational Research,0
Operations Research & Management Science,Electrochemistry,0
Operations Research & Management Science,Endocrinology & Metabolism,0
Operations Research & Management Science,Energy & Fuels,0.26940795304016235
Operations Research & Management Science,Engineering,0.2947531723732817
Operations Research & Management Science,Entomology,0
Operations Research & Management Science,Environmental Sciences & Ecology,0.12104550653376049
Operations Research & Management Science,Ethnic Studies,0
Operations Research & Management Science,Evolutionary Biology,0
Operations Research & Management Science,Food Science & Technology,0
Operations Research & Management Science,Forestry,0
Operations Research & Management Science,Gastroenterology & Hepatology,0
Operations Research & Management Science,General & Internal Medicine,0
Operations Research & Management Science,Genetics & Heredity,0
Operations Research & Management Science,Geochemistry & Geophysics,0
Operations Research & Management Science,Geography,0.5
Operations Research & Management Science,Geology,0.11180339887498948
Operations Research & Management Science,Geriatrics & Gerontology,0
Operations Research & Management Science,Health Care Sciences & Services,0.4931969619160719
Operations Research & Management Science,Hematology,0.027156272329678422
Operations Research & Management Science,History,0
Operations Research & Management Science,Imaging Science & Photographic Technology,0.4082482904638631
Operations Research & Management Science,Immunology,0
Operations Research & Management Science,Infectious Diseases,0
Operations Research & Management Science,Instruments & Instrumentation,0.11952286093343936
Operations Research & Management Science,Integrative & Complementary Medicine,0
Operations Research & Management Science,Legal Medicine,0
Operations Research & Management Science,Life Sciences & Biomedicine - Other Topics,0.17407765595569785
Operations Research & Management Science,Linguistics,0
Operations Research & Management Science,Marine & Freshwater Biology,0
Operations Research & Management Science,Materials Science,0.07362101738323103
Operations Research & Management Science,Mathematical & Computational Biology,0.5
Operations Research & Management Science,Mathematics,0.370999258002226
Operations Research & Management Science,Mechanics,0.4685212856658182
Operations Research & Management Science,Medical Informatics,0.5773502691896258
Operations Research & Management Science,Medical Laboratory Technology,0
Operations Research & Management Science,Metallurgy & Metallurgical Engineering,0
Operations Research & Management Science,Meteorology & Atmospheric Sciences,0.09284766908852593
Operations Research & Management Science,Microbiology,0
Operations Research & Management Science,Mineralogy,0.1386750490563073
Operations Research & Management Science,Mining & Mineral Processing,0.2886751345948129
Operations Research & Management Science,Music,0
Operations Research & Management Science,Mycology,0
Operations Research & Management Science,Neurosciences & Neurology,0
Operations Research & Management Science,Nuclear Science & Technology,0.04833682445228318
Operations Research & Management Science,Nursing,0
Operations Research & Management Science,Nutrition & Dietetics,0
Operations Research & Management Science,Obstetrics & Gynecology,0
Operations Research & Management Science,Oncology,0
Operations Research & Management Science,Operations Research & Management Science,0
Operations Research & Management Science,Ophthalmology,0
Operations Research & Management Science,Optics,0.1091089451179962
Operations Research & Management Science,Orthopedics,0.08980265101338746
Operations Research & Management Science,Otorhinolaryngology,0
Operations Research & Management Science,Paleontology,0
Operations Research & Management Science,Parasitology,0
Operations Research & Management Science,Pathology,0
Operations Research & Management Science,Pediatrics,0
Operations Research & Management Science,Pharmacology & Pharmacy,0.019596545041740514
Operations Research & Management Science,Physical Geography,0
Operations Research & Management Science,Physics,0.08855454337197682
Operations Research & Management Science,Physiology,0.04902903378454601
Operations Research & Management Science,Plant Sciences,0
Operations Research & Management Science,Polymer Science,0
Operations Research & Management Science,Psychiatry,0
Operations Research & Management Science,Psychology,0
Operations Research & Management Science,Public Administration,0
Operations Research & Management Science,"Public, Environmental & Occupational Health",0
Operations Research & Management Science,"Radiology, Nuclear Medicine & Medical Imaging",0.1636634176769943
Operations Research & Management Science,Rehabilitation,0
Operations Research & Management Science,Remote Sensing,0
Operations Research & Management Science,Reproductive Biology,0
Operations Research & Management Science,Research & Experimental Medicine,0
Operations Research & Management Science,Respiratory System,0
Operations Research & Management Science,Rheumatology,0
Operations Research & Management Science,Science & Technology - Other Topics,0
Operations Research & Management Science,Social Issues,0
Operations Research & Management Science,Social Sciences - Other Topics,0
Operations Research & Management Science,Sociology,0
Operations Research & Management Science,Spectroscopy,0
Operations Research & Management Science,Sport Sciences,0.16666666666666666
Operations Research & Management Science,Substance Abuse,0
Operations Research & Management Science,Surgery,0
Operations Research & Management Science,Telecommunications,0.5
Operations Research & Management Science,Thermodynamics,0.07293249574894728
Operations Research & Management Science,Toxicology,0
Operations Research & Management Science,Transplantation,0.1889822365046136
Operations Research & Management Science,Tropical Medicine,0
Operations Research & Management Science,Urology & Nephrology,0
Operations Research & Management Science,Veterinary Sciences,0
Operations Research & Management Science,Virology,0
Operations Research & Management Science,Water Resources,0.32025630761017426
Operations Research & Management Science,Zoology,0
Ophthalmology,Acoustics,0
Ophthalmology,Agriculture,0
Ophthalmology,Allergy,0
Ophthalmology,Anatomy & Morphology,0.9045340337332909
Ophthalmology,Anesthesiology,1
Ophthalmology,Anthropology,0
Ophthalmology,Archaeology,0
Ophthalmology,Astronomy & Astrophysics,0
Ophthalmology,Audiology & Speech-Language Pathology,0
Ophthalmology,Automation & Control Systems,0
Ophthalmology,Behavioral Sciences,0.4539899450747864
Ophthalmology,Biochemistry & Molecular Biology,0.27811178879673704
Ophthalmology,Biodiversity & Conservation,0
Ophthalmology,Biomedical Social Sciences,0
Ophthalmology,Biophysics,0
Ophthalmology,Biotechnology & Applied Microbiology,0
Ophthalmology,Business & Economics,0
Ophthalmology,Cardiovascular System & Cardiology,0.3420552998472102
Ophthalmology,Cell Biology,0
Ophthalmology,Chemistry,0
Ophthalmology,Communication,0
Ophthalmology,Computer Science,0
Ophthalmology,Construction & Building Technology,0
Ophthalmology,Crystallography,0
Ophthalmology,Demography,0
Ophthalmology,"Dentistry, Oral Surgery & Medicine",0
Ophthalmology,Dermatology,0
