sc_1,sc_2,relatedness
Energy & Fuels,Nuclear Science & Technology,0.2257202988239555
Energy & Fuels,Nursing,0
Energy & Fuels,Nutrition & Dietetics,0
Energy & Fuels,Obstetrics & Gynecology,0
Energy & Fuels,Oncology,0
Energy & Fuels,Operations Research & Management Science,0.26940795304016235
Energy & Fuels,Ophthalmology,0
Energy & Fuels,Optics,0.03919309008348103
Energy & Fuels,Orthopedics,0.03225806451612904
Energy & Fuels,Otorhinolaryngology,0
Energy & Fuels,Paleontology,0
Energy & Fuels,Parasitology,0
Energy & Fuels,Pathology,0
Energy & Fuels,Pediatrics,0
Energy & Fuels,Pharmacology & Pharmacy,0.2604536109268296
Energy & Fuels,Physical Geography,0.23833221359956921
Energy & Fuels,Physics,0.1781344936914708
Energy & Fuels,Physiology,0.0704469953676347
Energy & Fuels,Plant Sciences,0.43357427487729555
Energy & Fuels,Polymer Science,0
Energy & Fuels,Psychiatry,0
Energy & Fuels,Psychology,0.027824333745610098
Energy & Fuels,Public Administration,0
Energy & Fuels,"Public, Environmental & Occupational Health",0.26940795304016235
Energy & Fuels,"Radiology, Nuclear Medicine & Medical Imaging",0.11757927025044308
Energy & Fuels,Rehabilitation,0
Energy & Fuels,Remote Sensing,0.31108550841912763
Energy & Fuels,Reproductive Biology,0
Energy & Fuels,Research & Experimental Medicine,0
Energy & Fuels,Respiratory System,0
Energy & Fuels,Rheumatology,0
Energy & Fuels,Science & Technology - Other Topics,0.15164381943189761
Energy & Fuels,Social Issues,0
Energy & Fuels,Social Sciences - Other Topics,0
Energy & Fuels,Sociology,0
Energy & Fuels,Spectroscopy,0.10830607221477648
Energy & Fuels,Sport Sciences,0.05986843400892497
Energy & Fuels,Substance Abuse,0
Energy & Fuels,Surgery,0
Energy & Fuels,Telecommunications,0.1796053020267749
Energy & Fuels,Thermodynamics,0.34057563609046
Energy & Fuels,Toxicology,0.15394740173723562
Energy & Fuels,Transplantation,0.06788442333021306
Energy & Fuels,Tropical Medicine,0
Energy & Fuels,Urology & Nephrology,0
Energy & Fuels,Veterinary Sciences,0
Energy & Fuels,Virology,0
Energy & Fuels,Water Resources,0.43139798140728813
Energy & Fuels,Zoology,0.07136791021047098
Engineering,Acoustics,0.4142839674350902
Engineering,Agriculture,0.0842151921066519
Engineering,Allergy,0
Engineering,Anatomy & Morphology,0.050783671611902566
Engineering,Anesthesiology,0
Engineering,Anthropology,0.09549105211188455
Engineering,Archaeology,0.07532435771547095
Engineering,Astronomy & Astrophysics,0.21290467263536575
Engineering,Audiology & Speech-Language Pathology,0
Engineering,Automation & Control Systems,0.3012974308618838
Engineering,Behavioral Sciences,0.01274428347965383
Engineering,Biochemistry & Molecular Biology,0.3122831696085576
Engineering,Biodiversity & Conservation,0.07939884455672183
Engineering,Biomedical Social Sciences,0
Engineering,Biophysics,0.20521817364355208
Engineering,Biotechnology & Applied Microbiology,0.13385489628205094
Engineering,Business & Economics,0.03393126785967453
Engineering,Cardiovascular System & Cardiology,0.11882579274939133
Engineering,Cell Biology,0.20730527023939152
Engineering,Chemistry,0.31689195459864417
Engineering,Communication,0
Engineering,Computer Science,0.26042673528043964
Engineering,Construction & Building Technology,0.23819653367016547
Engineering,Crystallography,0.0842151921066519
Engineering,Demography,0
Engineering,"Dentistry, Oral Surgery & Medicine",0
Engineering,Dermatology,0.02335709179335259
Engineering,Developmental Biology,0.05954913341754137
Engineering,Education & Educational Research,0.06366070140792303
Engineering,Electrochemistry,0.15969262764819436
Engineering,Endocrinology & Metabolism,0.167474619867953
Engineering,Energy & Fuels,0.12100396010846468
Engineering,Engineering,0
Engineering,Entomology,0.05954913341754137
Engineering,Environmental Sciences & Ecology,0.19368354114136493
Engineering,Ethnic Studies,0
Engineering,Evolutionary Biology,0.08780040718411254
Engineering,Food Science & Technology,0.026631182064565377
Engineering,Forestry,0.05260881343786989
Engineering,Gastroenterology & Hepatology,0.025391835805951283
Engineering,General & Internal Medicine,0
Engineering,Genetics & Heredity,0.08488093521056404
Engineering,Geochemistry & Geophysics,0.17395415281425125
Engineering,Geography,0
Engineering,Geology,0.16947980485980965
Engineering,Geriatrics & Gerontology,0.05954913341754137
Engineering,Health Care Sciences & Services,0.006922446149029846
Engineering,Hematology,0.20582736220299813
Engineering,History,0
Engineering,Imaging Science & Photographic Technology,0.4125684985035175
Engineering,Immunology,0.06822210286372693
Engineering,Infectious Diseases,0
Engineering,Instruments & Instrumentation,0.2617066580608022
Engineering,Integrative & Complementary Medicine,0
Engineering,Legal Medicine,0
Engineering,Life Sciences & Biomedicine - Other Topics,0.3811595641824036
Engineering,Linguistics,0
Engineering,Marine & Freshwater Biology,0.07532435771547095
Engineering,Materials Science,0.14570019086737507
Engineering,Mathematical & Computational Biology,0.4000221625065965
Engineering,Mathematics,0.5980950981524418
Engineering,Mechanics,0.3288050839866868
Engineering,Medical Informatics,0.34035164682842073
Engineering,Medical Laboratory Technology,0
Engineering,Metallurgy & Metallurgical Engineering,0.3491664093566495
Engineering,Meteorology & Atmospheric Sciences,0.2502138972462418
Engineering,Microbiology,0.03778730272022435
Engineering,Mineralogy,0.14014255076011553
Engineering,Mining & Mineral Processing,0.14586499149789459
Engineering,Music,0
Engineering,Mycology,0.053262364129130754
Engineering,Neurosciences & Neurology,0.11567351389106431
Engineering,Nuclear Science & Technology,0.21167613776787592
Engineering,Nursing,0
Engineering,Nutrition & Dietetics,0.07141434007790348
Engineering,Obstetrics & Gynecology,0
Engineering,Oncology,0.08709327829783081
Engineering,Operations Research & Management Science,0.2947531723732817
Engineering,Ophthalmology,0
Engineering,Optics,0.3124134463046504
Engineering,Orthopedics,0.04537648504067426
Engineering,Otorhinolaryngology,0
Engineering,Paleontology,0.1523510148357077
Engineering,Parasitology,0
Engineering,Pathology,0.014490217575148415
Engineering,Pediatrics,0.0240614834590434
Engineering,Pharmacology & Pharmacy,0.17493464136358444
Engineering,Physical Geography,0.18625278993247812
Engineering,Physics,0.3341021771130564
Engineering,Physiology,0.3385771389154636
Engineering,Plant Sciences,0.09383021146734069
Engineering,Polymer Science,0.37662178857735473
Engineering,Psychiatry,0.003935117500329311
Engineering,Psychology,0.013046561461068844
Engineering,Public Administration,0
Engineering,"Public, Environmental & Occupational Health",0.0842151921066519
Engineering,"Radiology, Nuclear Medicine & Medical Imaging",0.22052713856798853
Engineering,Rehabilitation,0.02122023380264101
Engineering,Remote Sensing,0.19448665533052611
Engineering,Reproductive Biology,0
Engineering,Research & Experimental Medicine,0.0842151921066519
Engineering,Respiratory System,0.15159918994136776
Engineering,Rheumatology,0.10652472825826151
Engineering,Science & Technology - Other Topics,0.3673723348504268
Engineering,Social Issues,0
Engineering,Social Sciences - Other Topics,0
Engineering,Sociology,0
Engineering,Spectroscopy,0.1523510148357077
Engineering,Sport Sciences,0.0842151921066519
Engineering,Substance Abuse,0
Engineering,Surgery,0.13528654017459993
Engineering,Telecommunications,0
Engineering,Thermodynamics,0.14740857936756405
Engineering,Toxicology,0.060153708647608495
Engineering,Transplantation,0.15915175351980757
Engineering,Tropical Medicine,0
Engineering,Urology & Nephrology,0.1684303842133038
Engineering,Veterinary Sciences,0
Engineering,Virology,0
Engineering,Water Resources,0.24273401821882049
Engineering,Zoology,0.022309149380341824
Entomology,Acoustics,0
Entomology,Agriculture,0
Entomology,Allergy,0
Entomology,Anatomy & Morphology,0
Entomology,Anesthesiology,0
Entomology,Anthropology,0
Entomology,Archaeology,0
Entomology,Astronomy & Astrophysics,0
Entomology,Audiology & Speech-Language Pathology,0
Entomology,Automation & Control Systems,0
Entomology,Behavioral Sciences,0
Entomology,Biochemistry & Molecular Biology,0
Entomology,Biodiversity & Conservation,0
Entomology,Biomedical Social Sciences,0
Entomology,Biophysics,0.6461623427559643
Entomology,Biotechnology & Applied Microbiology,0.5619514869490164
Entomology,Business & Economics,0
Entomology,Cardiovascular System & Cardiology,0
Entomology,Cell Biology,0.6354658085948683
Entomology,Chemistry,0.5321520841901914
Entomology,Communication,0
Entomology,Computer Science,0.17263060129453078
Entomology,Construction & Building Technology,0
Entomology,Crystallography,0
Entomology,Demography,0
Entomology,"Dentistry, Oral Surgery & Medicine",0
Entomology,Dermatology,0
Entomology,Developmental Biology,0
Entomology,Education & Educational Research,0
Entomology,Electrochemistry,0
Entomology,Endocrinology & Metabolism,0.4989701327891658
Entomology,Energy & Fuels,0
Entomology,Engineering,0.05954913341754137
Entomology,Entomology,0
Entomology,Environmental Sciences & Ecology,0.21398024625545645
Entomology,Ethnic Studies,0
Entomology,Evolutionary Biology,0.07372097807744857
Entomology,Food Science & Technology,0
Entomology,Forestry,0
Entomology,Gastroenterology & Hepatology,0
Entomology,General & Internal Medicine,0
Entomology,Genetics & Heredity,0
Entomology,Geochemistry & Geophysics,0
Entomology,Geography,0
Entomology,Geology,0
Entomology,Geriatrics & Gerontology,0
Entomology,Health Care Sciences & Services,0
Entomology,Hematology,0
Entomology,History,0
Entomology,Imaging Science & Photographic Technology,0
Entomology,Immunology,0.19094065395649334
Entomology,Infectious Diseases,0
Entomology,Instruments & Instrumentation,0
Entomology,Integrative & Complementary Medicine,0
Entomology,Legal Medicine,0
Entomology,Life Sciences & Biomedicine - Other Topics,0.12309149097933274
Entomology,Linguistics,0
Entomology,Marine & Freshwater Biology,0.3162277660168379
Entomology,Materials Science,0
Entomology,Mathematical & Computational Biology,0.17677669529663687
Entomology,Mathematics,0
Entomology,Mechanics,0
Entomology,Medical Informatics,0
Entomology,Medical Laboratory Technology,0
Entomology,Metallurgy & Metallurgical Engineering,0
Entomology,Meteorology & Atmospheric Sciences,0
Entomology,Microbiology,0.1442174361344402
Entomology,Mineralogy,0
Entomology,Mining & Mineral Processing,0
Entomology,Music,0
Entomology,Mycology,0.22360679774997896
Entomology,Neurosciences & Neurology,0.3468729675471602
Entomology,Nuclear Science & Technology,0
Entomology,Nursing,0
Entomology,Nutrition & Dietetics,0.07495316889958614
Entomology,Obstetrics & Gynecology,0
Entomology,Oncology,0.03656362120635653
Entomology,Operations Research & Management Science,0
Entomology,Ophthalmology,0
Entomology,Optics,0.1543033499620919
Entomology,Orthopedics,0.1270001270001905
Entomology,Otorhinolaryngology,0
Entomology,Paleontology,0
Entomology,Parasitology,0
Entomology,Pathology,0.04055535528269063
Entomology,Pediatrics,0
Entomology,Pharmacology & Pharmacy,0.3048506975105313
Entomology,Physical Geography,0
Entomology,Physics,0.025047007249281217
Entomology,Physiology,0.2080125735844609
Entomology,Plant Sciences,0.13130643285972254
Entomology,Polymer Science,0
Entomology,Psychiatry,0.03304093002275449
Entomology,Psychology,0
Entomology,Public Administration,0
Entomology,"Public, Environmental & Occupational Health",0
Entomology,"Radiology, Nuclear Medicine & Medical Imaging",0
Entomology,Rehabilitation,0
Entomology,Remote Sensing,0
Entomology,Reproductive Biology,0
Entomology,Research & Experimental Medicine,0.2020305089104421
Entomology,Respiratory System,0.159111456835146
Entomology,Rheumatology,0.22360679774997896
Entomology,Science & Technology - Other Topics,0
Entomology,Social Issues,0
Entomology,Social Sciences - Other Topics,0
Entomology,Sociology,0
Entomology,Spectroscopy,0.42640143271122083
Entomology,Sport Sciences,0
Entomology,Substance Abuse,0
Entomology,Surgery,0
Entomology,Telecommunications,0
Entomology,Thermodynamics,0
Entomology,Toxicology,0
Entomology,Transplantation,0
Entomology,Tropical Medicine,0
Entomology,Urology & Nephrology,0
Entomology,Veterinary Sciences,0
Entomology,Virology,0
Entomology,Water Resources,0
Entomology,Zoology,0.04682929057908469
Environmental Sciences & Ecology,Acoustics,0.02706659809803834
Environmental Sciences & Ecology,Agriculture,0.2663001143742731
Environmental Sciences & Ecology,Allergy,0
Environmental Sciences & Ecology,Anatomy & Morphology,0
Environmental Sciences & Ecology,Anesthesiology,0
Environmental Sciences & Ecology,Anthropology,0.13725270326150324
Environmental Sciences & Ecology,Archaeology,0.02706659809803834
Environmental Sciences & Ecology,Astronomy & Astrophysics,0.05100258298193032
Environmental Sciences & Ecology,Audiology & Speech-Language Pathology,0
Environmental Sciences & Ecology,Automation & Control Systems,0.08119979429411502
Environmental Sciences & Ecology,Behavioral Sciences,0.146542514300831
Environmental Sciences & Ecology,Biochemistry & Molecular Biology,0.1234353352756746
Environmental Sciences & Ecology,Biodiversity & Conservation,0.028530699500727532
Environmental Sciences & Ecology,Biomedical Social Sciences,0.17118419700436516
Environmental Sciences & Ecology,Biophysics,0.09627408784480629
Environmental Sciences & Ecology,Biotechnology & Applied Microbiology,0.17636155908942333
Environmental Sciences & Ecology,Business & Economics,0.029262374657096524
Environmental Sciences & Ecology,Cardiovascular System & Cardiology,0.031053192774422166
Environmental Sciences & Ecology,Cell Biology,0.11351134347969619
Environmental Sciences & Ecology,Chemistry,0.11102328316986228
Environmental Sciences & Ecology,Communication,0
Environmental Sciences & Ecology,Computer Science,0.12805706706426823
Environmental Sciences & Ecology,Construction & Building Technology,0.04279604925109129
Environmental Sciences & Ecology,Crystallography,0.060522753266880246
Environmental Sciences & Ecology,Demography,0
Environmental Sciences & Ecology,"Dentistry, Oral Surgery & Medicine",0
Environmental Sciences & Ecology,Dermatology,0.0167859915566148
Environmental Sciences & Ecology,Developmental Biology,0.2353782708810021
Environmental Sciences & Ecology,Education & Educational Research,0.0915018021743355
Environmental Sciences & Ecology,Electrochemistry,0.11476596157913455
Environmental Sciences & Ecology,Endocrinology & Metabolism,0.07376819221376461
Environmental Sciences & Ecology,Energy & Fuels,0.07609145165993003
Environmental Sciences & Ecology,Engineering,0.19368354114136493
Environmental Sciences & Ecology,Entomology,0.21398024625545645
Environmental Sciences & Ecology,Environmental Sciences & Ecology,0
Environmental Sciences & Ecology,Ethnic Studies,0
Environmental Sciences & Ecology,Evolutionary Biology,0.15774833043205552
Environmental Sciences & Ecology,Food Science & Technology,0.13397282541141675
Environmental Sciences & Ecology,Forestry,0.37808264230178446
Environmental Sciences & Ecology,Gastroenterology & Hepatology,0.018248296715045298
Environmental Sciences & Ecology,General & Internal Medicine,0
Environmental Sciences & Ecology,Genetics & Heredity,0.32788145779136885
Environmental Sciences & Ecology,Geochemistry & Geophysics,0.1406421692815486
Environmental Sciences & Ecology,Geography,0.12104550653376049
Environmental Sciences & Ecology,Geology,0.2841992800294026
Environmental Sciences & Ecology,Geriatrics & Gerontology,0
Environmental Sciences & Ecology,Health Care Sciences & Services,0.1193985521520854
Environmental Sciences & Ecology,Hematology,0.009861434219144006
Environmental Sciences & Ecology,History,0
Environmental Sciences & Ecology,Imaging Science & Photographic Technology,0.09883324222148018
Environmental Sciences & Ecology,Immunology,0.07704562451857229
Environmental Sciences & Ecology,Infectious Diseases,0.17792924822272221
Environmental Sciences & Ecology,Instruments & Instrumentation,0.028935410488104763
Environmental Sciences & Ecology,Integrative & Complementary Medicine,0.3851644432598216
Environmental Sciences & Ecology,Legal Medicine,0.12838814775327387
Environmental Sciences & Ecology,Life Sciences & Biomedicine - Other Topics,0.17910620335162064
Environmental Sciences & Ecology,Linguistics,0.023059192053884958
Environmental Sciences & Ecology,Marine & Freshwater Biology,0.10826639239215335
Environmental Sciences & Ecology,Materials Science,0.028962353357222956
Environmental Sciences & Ecology,Mathematical & Computational Biology,0.2723523897009611
Environmental Sciences & Ecology,Mathematics,0.08340018720155337
Environmental Sciences & Ecology,Mechanics,0.04726033028772305
Environmental Sciences & Ecology,Medical Informatics,0.06988565578146123
Environmental Sciences & Ecology,Medical Laboratory Technology,0
Environmental Sciences & Ecology,Metallurgy & Metallurgical Engineering,0.01031238418774195
Environmental Sciences & Ecology,Meteorology & Atmospheric Sciences,0.08991034508239679
Environmental Sciences & Ecology,Microbiology,0.034562844398183454
Environmental Sciences & Ecology,Mineralogy,0.0335719831132296
Environmental Sciences & Ecology,Mining & Mineral Processing,0.06988565578146123
Environmental Sciences & Ecology,Music,0.060522753266880246
Environmental Sciences & Ecology,Mycology,0.40191847623425025
Environmental Sciences & Ecology,Neurosciences & Neurology,0.1326134805869828
Environmental Sciences & Ecology,Nuclear Science & Technology,0.052658598600540694
Environmental Sciences & Ecology,Nursing,0
Environmental Sciences & Ecology,Nutrition & Dietetics,0.13472337932558623
Environmental Sciences & Ecology,Obstetrics & Gynecology,0.09124148357522649
Environmental Sciences & Ecology,Oncology,0.025036456543127684
Environmental Sciences & Ecology,Operations Research & Management Science,0.12104550653376049
Environmental Sciences & Ecology,Ophthalmology,0
Environmental Sciences & Ecology,Optics,0.03962144258751637
Environmental Sciences & Ecology,Orthopedics,0.02174041475998001
Environmental Sciences & Ecology,Otorhinolaryngology,0
Environmental Sciences & Ecology,Paleontology,0.25547615401063417
Environmental Sciences & Ecology,Parasitology,0.05413319619607668
Environmental Sciences & Ecology,Pathology,0.0034712179641470673
Environmental Sciences & Ecology,Pediatrics,0.02593832282866296
Environmental Sciences & Ecology,Pharmacology & Pharmacy,0.142324423253348
Environmental Sciences & Ecology,Physical Geography,0.05354155880129409
Environmental Sciences & Ecology,Physics,0.03430121458664575
Environmental Sciences & Ecology,Physiology,0.10089065189829088
Environmental Sciences & Ecology,Plant Sciences,0.21915646613834217
Environmental Sciences & Ecology,Polymer Science,0
Environmental Sciences & Ecology,Psychiatry,0.06787302089067179
Environmental Sciences & Ecology,Psychology,0.06563301233138936
Environmental Sciences & Ecology,Public Administration,0
Environmental Sciences & Ecology,"Public, Environmental & Occupational Health",0.04539206495016018
Environmental Sciences & Ecology,"Radiology, Nuclear Medicine & Medical Imaging",0.0858464589396188
Environmental Sciences & Ecology,Rehabilitation,0.007625150181194625
Environmental Sciences & Ecology,Remote Sensing,0.06988565578146123
Environmental Sciences & Ecology,Reproductive Biology,0
Environmental Sciences & Ecology,Research & Experimental Medicine,0.13833772175286912
Environmental Sciences & Ecology,Respiratory System,0.027237366972519182
Environmental Sciences & Ecology,Rheumatology,0.01913897505877382
Environmental Sciences & Ecology,Science & Technology - Other Topics,0.025550196359336513
Environmental Sciences & Ecology,Social Issues,0
Environmental Sciences & Ecology,Social Sciences - Other Topics,0.22966770070528583
Environmental Sciences & Ecology,Sociology,0
Environmental Sciences & Ecology,Spectroscopy,0.054744890145135894
Environmental Sciences & Ecology,Sport Sciences,0.04034850217792016
Environmental Sciences & Ecology,Substance Abuse,0.027066598098038342
Environmental Sciences & Ecology,Surgery,0
Environmental Sciences & Ecology,Telecommunications,0.060522753266880246
Environmental Sciences & Ecology,Thermodynamics,0.14125041425124252
Environmental Sciences & Ecology,Toxicology,0.06916886087643456
Environmental Sciences & Ecology,Transplantation,0.04575090108716775
Environmental Sciences & Ecology,Tropical Medicine,0
Environmental Sciences & Ecology,Urology & Nephrology,0.030261376633440123
Environmental Sciences & Ecology,Veterinary Sciences,0.16885505178119048
Environmental Sciences & Ecology,Virology,0.03494282789073062
Environmental Sciences & Ecology,Water Resources,0.17444514138887413
Environmental Sciences & Ecology,Zoology,0.1322711693170675
Ethnic Studies,Acoustics,0
Ethnic Studies,Agriculture,0
Ethnic Studies,Allergy,0
Ethnic Studies,Anatomy & Morphology,0
Ethnic Studies,Anesthesiology,0
Ethnic Studies,Anthropology,0
Ethnic Studies,Archaeology,0
Ethnic Studies,Astronomy & Astrophysics,0
Ethnic Studies,Audiology & Speech-Language Pathology,0
Ethnic Studies,Automation & Control Systems,0
Ethnic Studies,Behavioral Sciences,0
Ethnic Studies,Biochemistry & Molecular Biology,0
Ethnic Studies,Biodiversity & Conservation,0
Ethnic Studies,Biomedical Social Sciences,0
Ethnic Studies,Biophysics,0
Ethnic Studies,Biotechnology & Applied Microbiology,0
Ethnic Studies,Business & Economics,0
Ethnic Studies,Cardiovascular System & Cardiology,0
Ethnic Studies,Cell Biology,0
Ethnic Studies,Chemistry,0
Ethnic Studies,Communication,0
Ethnic Studies,Computer Science,0
Ethnic Studies,Construction & Building Technology,0
Ethnic Studies,Crystallography,0
Ethnic Studies,Demography,0
Ethnic Studies,"Dentistry, Oral Surgery & Medicine",0
Ethnic Studies,Dermatology,0
Ethnic Studies,Developmental Biology,0
Ethnic Studies,Education & Educational Research,0
Ethnic Studies,Electrochemistry,0
Ethnic Studies,Endocrinology & Metabolism,0
Ethnic Studies,Energy & Fuels,0
Ethnic Studies,Engineering,0
Ethnic Studies,Entomology,0
Ethnic Studies,Environmental Sciences & Ecology,0
Ethnic Studies,Ethnic Studies,0
Ethnic Studies,Evolutionary Biology,0
Ethnic Studies,Food Science & Technology,0
Ethnic Studies,Forestry,0
Ethnic Studies,Gastroenterology & Hepatology,0
Ethnic Studies,General & Internal Medicine,0
Ethnic Studies,Genetics & Heredity,0
Ethnic Studies,Geochemistry & Geophysics,0
Ethnic Studies,Geography,0
Ethnic Studies,Geology,0
Ethnic Studies,Geriatrics & Gerontology,0
Ethnic Studies,Health Care Sciences & Services,0
Ethnic Studies,Hematology,0
Ethnic Studies,History,0
Ethnic Studies,Imaging Science & Photographic Technology,0
Ethnic Studies,Immunology,0
Ethnic Studies,Infectious Diseases,0
Ethnic Studies,Instruments & Instrumentation,0
Ethnic Studies,Integrative & Complementary Medicine,0
Ethnic Studies,Legal Medicine,0
Ethnic Studies,Life Sciences & Biomedicine - Other Topics,0
Ethnic Studies,Linguistics,0
Ethnic Studies,Marine & Freshwater Biology,0
Ethnic Studies,Materials Science,0
Ethnic Studies,Mathematical & Computational Biology,0
Ethnic Studies,Mathematics,0
Ethnic Studies,Mechanics,0
Ethnic Studies,Medical Informatics,0
Ethnic Studies,Medical Laboratory Technology,0
Ethnic Studies,Metallurgy & Metallurgical Engineering,0
Ethnic Studies,Meteorology & Atmospheric Sciences,0
Ethnic Studies,Microbiology,0
Ethnic Studies,Mineralogy,0
Ethnic Studies,Mining & Mineral Processing,0
Ethnic Studies,Music,0
Ethnic Studies,Mycology,0
Ethnic Studies,Neurosciences & Neurology,0
Ethnic Studies,Nuclear Science & Technology,0
Ethnic Studies,Nursing,0
Ethnic Studies,Nutrition & Dietetics,0
Ethnic Studies,Obstetrics & Gynecology,0
Ethnic Studies,Oncology,0
Ethnic Studies,Operations Research & Management Science,0
Ethnic Studies,Ophthalmology,0
Ethnic Studies,Optics,0
Ethnic Studies,Orthopedics,0
Ethnic Studies,Otorhinolaryngology,0
Ethnic Studies,Paleontology,0
Ethnic Studies,Parasitology,0
Ethnic Studies,Pathology,0
Ethnic Studies,Pediatrics,0
Ethnic Studies,Pharmacology & Pharmacy,0
Ethnic Studies,Physical Geography,0
Ethnic Studies,Physics,0
Ethnic Studies,Physiology,0
Ethnic Studies,Plant Sciences,0
Ethnic Studies,Polymer Science,0
Ethnic Studies,Psychiatry,0
Ethnic Studies,Psychology,0
Ethnic Studies,Public Administration,0
Ethnic Studies,"Public, Environmental & Occupational Health",0
Ethnic Studies,"Radiology, Nuclear Medicine & Medical Imaging",0
Ethnic Studies,Rehabilitation,0
Ethnic Studies,Remote Sensing,0
Ethnic Studies,Reproductive Biology,0
Ethnic Studies,Research & Experimental Medicine,0
Ethnic Studies,Respiratory System,0
Ethnic Studies,Rheumatology,0
Ethnic Studies,Science & Technology - Other Topics,0
Ethnic Studies,Social Issues,0
Ethnic Studies,Social Sciences - Other Topics,0
Ethnic Studies,Sociology,0
Ethnic Studies,Spectroscopy,0
Ethnic Studies,Sport Sciences,0
Ethnic Studies,Substance Abuse,0
Ethnic Studies,Surgery,0
Ethnic Studies,Telecommunications,0
Ethnic Studies,Thermodynamics,0
Ethnic Studies,Toxicology,0
Ethnic Studies,Transplantation,0
Ethnic Studies,Tropical Medicine,0
Ethnic Studies,Urology & Nephrology,0
Ethnic Studies,Veterinary Sciences,0
Ethnic Studies,Virology,0
Ethnic Studies,Water Resources,0
Ethnic Studies,Zoology,0
Evolutionary Biology,Acoustics,0
Evolutionary Biology,Agriculture,0.19808869335422105
Evolutionary Biology,Allergy,0
Evolutionary Biology,Anatomy & Morphology,0
Evolutionary Biology,Anesthesiology,0
Evolutionary Biology,Anthropology,0
Evolutionary Biology,Archaeology,0
Evolutionary Biology,Astronomy & Astrophysics,0
Evolutionary Biology,Audiology & Speech-Language Pathology,0
Evolutionary Biology,Automation & Control Systems,0
Evolutionary Biology,Behavioral Sciences,0.08414528656450902
Evolutionary Biology,Biochemistry & Molecular Biology,0.021263116117216072
Evolutionary Biology,Biodiversity & Conservation,0.7863570994927849
Evolutionary Biology,Biomedical Social Sciences,0
Evolutionary Biology,Biophysics,0.12350001456796177
Evolutionary Biology,Biotechnology & Applied Microbiology,0.2347564750830957
Evolutionary Biology,Business & Economics,0.13442056254198992
Evolutionary Biology,Cardiovascular System & Cardiology,0
Evolutionary Biology,Cell Biology,0.13850464974863255
Evolutionary Biology,Chemistry,0.10052885358941253
Evolutionary Biology,Communication,0
Evolutionary Biology,Computer Science,0.11029630537060087
Evolutionary Biology,Construction & Building Technology,0
Evolutionary Biology,Crystallography,0
Evolutionary Biology,Demography,0
Evolutionary Biology,"Dentistry, Oral Surgery & Medicine",0
Evolutionary Biology,Dermatology,0
Evolutionary Biology,Developmental Biology,0.22116293423234568
Evolutionary Biology,Education & Educational Research,0
Evolutionary Biology,Electrochemistry,0
Evolutionary Biology,Endocrinology & Metabolism,0.07356913244130339
Evolutionary Biology,Energy & Fuels,0.4494035317638829
Evolutionary Biology,Engineering,0.08780040718411254
Evolutionary Biology,Entomology,0.07372097807744857
Evolutionary Biology,Environmental Sciences & Ecology,0.15774833043205552
Evolutionary Biology,Ethnic Studies,0
Evolutionary Biology,Evolutionary Biology,0
Evolutionary Biology,Food Science & Technology,0
Evolutionary Biology,Forestry,0.6024428883488985
Evolutionary Biology,Gastroenterology & Hepatology,0
Evolutionary Biology,General & Internal Medicine,0
Evolutionary Biology,Genetics & Heredity,0.3283793359329586
Evolutionary Biology,Geochemistry & Geophysics,0
Evolutionary Biology,Geography,0
Evolutionary Biology,Geology,0.09325048082403138
Evolutionary Biology,Geriatrics & Gerontology,0
Evolutionary Biology,Health Care Sciences & Services,0
Evolutionary Biology,Hematology,0
Evolutionary Biology,History,0
Evolutionary Biology,Imaging Science & Photographic Technology,0.3405026123034995
Evolutionary Biology,Immunology,0.02815266352884068
Evolutionary Biology,Infectious Diseases,0
Evolutionary Biology,Instruments & Instrumentation,0
Evolutionary Biology,Integrative & Complementary Medicine,0.07372097807744857
Evolutionary Biology,Legal Medicine,0.3686048903872428
Evolutionary Biology,Life Sciences & Biomedicine - Other Topics,0.19963735237617267
Evolutionary Biology,Linguistics,0
Evolutionary Biology,Marine & Freshwater Biology,0.746003846592251
Evolutionary Biology,Materials Science,0
Evolutionary Biology,Mathematical & Computational Biology,0.3649002245998808
Evolutionary Biology,Mathematics,0.01105124184256338
Evolutionary Biology,Mechanics,0
Evolutionary Biology,Medical Informatics,0
Evolutionary Biology,Medical Laboratory Technology,0
Evolutionary Biology,Metallurgy & Metallurgical Engineering,0
Evolutionary Biology,Meteorology & Atmospheric Sciences,0.619522474129893
Evolutionary Biology,Microbiology,0.05528562232779512
Evolutionary Biology,Mineralogy,0
Evolutionary Biology,Mining & Mineral Processing,0
Evolutionary Biology,Music,0
Evolutionary Biology,Mycology,0.2637521893583148
Evolutionary Biology,Neurosciences & Neurology,0.051143628872407455
Evolutionary Biology,Nuclear Science & Technology,0
Evolutionary Biology,Nursing,0
Evolutionary Biology,Nutrition & Dietetics,0.06630745105538029
Evolutionary Biology,Obstetrics & Gynecology,0.15717365336548286
Evolutionary Biology,Oncology,0.03234607100863132
Evolutionary Biology,Operations Research & Management Science,0
Evolutionary Biology,Ophthalmology,0
Evolutionary Biology,Optics,0.022750787759664506
Evolutionary Biology,Orthopedics,0.018725147156828457
Evolutionary Biology,Otorhinolaryngology,0
Evolutionary Biology,Paleontology,0.03143473067309657
Evolutionary Biology,Parasitology,0
Evolutionary Biology,Pathology,0.005979560915436748
Evolutionary Biology,Pediatrics,0
